box_points,name,percentage_probability
,,
[579 426 936 991],person,76.42934322
,,
[1507  559 1985 1208],person,71.24288678
,,
[ 233  660  878 1393],person,94.58117485
,,
[1599 1016 2120 1401],person,89.88701105
,,
box_points,name,percentage_probability
,,
[1586 1064 2147 1451],person,90.47765732
,,
[572 423 921 961],person,86.41154766
,,
[1510  563 1988 1301],person,74.71578121
,,
[ 230  653  874 1393],person,91.5933609
,,
box_points,name,percentage_probability
,,
[1597 1078 2144 1453],person,88.86845112
,,
[568 436 910 968],person,83.56469274
,,
[1510  571 1981 1350],person,78.34584713
,,
[ 215  663  875 1398],person,90.93476534
,,
box_points,name,percentage_probability
,,
[1633 1091 2137 1453],person,84.21193957
,,
[586 445 915 979],person,83.62281322
,,
[ 200  676  880 1398],person,87.01325059
,,
[1498  587 1960 1395],person,77.7125299
,,
box_points,name,percentage_probability
,,
[1596 1099 2143 1454],person,87.30928302
,,
[596 446 921 987],person,84.49540734
,,
[ 404  528  887 1291],person,54.69123125
,,
[1494  589 1967 1308],person,77.98135877
,,
[ 179  665  860 1413],person,88.38667274
,,
[1534  864 2060 1394],person,57.06202984
,,
box_points,name,percentage_probability
,,
[ 621  489  935 1028],person,86.31234169
,,
[1626 1098 2138 1453],person,82.63511658
,,
[ 154  661  872 1401],person,88.03621531
,,
[1503  589 1974 1359],person,78.11396718
,,
[1571  875 2056 1379],person,54.03035879
,,
box_points,name,percentage_probability
,,
[ 628  503  933 1004],person,83.41985345
,,
[1711 1107 2104 1452],person,78.95328999
,,
[ 138  626  878 1392],person,90.82850218
,,
[1500  586 1978 1312],person,78.02636027
,,
[1583  918 2055 1385],person,55.12126684
,,
box_points,name,percentage_probability
,,
[ 601  489  925 1044],person,71.20351195
,,
[1610 1104 2106 1454],person,81.18013144
,,
[ 107  609  880 1401],person,87.45363951
,,
[ 447  490  884 1302],person,53.31186652
,,
[1497  581 1974 1389],person,76.79175735
,,
[1576  918 2060 1386],person,61.40781045
,,
box_points,name,percentage_probability
,,
[ 585  489  924 1023],person,71.09149694
,,
[1599 1100 2097 1453],person,87.57576942
,,
[ 100  592  885 1397],person,90.62920809
,,
[ 440  484  893 1318],person,56.18926883
,,
[1496  584 1980 1289],person,74.61750507
,,
[1538  864 2057 1401],person,52.77176499
,,
box_points,name,percentage_probability
,,
[ 566  490  926 1024],person,65.48313498
,,
[1603 1101 2096 1452],person,85.80136299
,,
[  87  564  894 1400],person,89.39646482
,,
[ 430  478  893 1306],person,60.48687696
,,
[1506  583 1982 1236],person,67.97428131
,,
box_points,name,percentage_probability
,,
[1601 1106 2104 1454],person,88.3575201
,,
[  73  534  878 1407],person,89.00097609
,,
[ 465  466  909 1255],person,66.61692858
,,
[1510  582 2005 1377],person,72.51657248
,,
box_points,name,percentage_probability
,,
[1600 1104 2095 1453],person,86.35488749
,,
[  80  492  845 1408],person,85.17961502
,,
[ 525  443  915 1095],person,67.45559573
,,
[1500  585 1978 1277],person,74.99554753
,,
[1537  884 2063 1401],person,57.0497036
,,
box_points,name,percentage_probability
,,
[1591 1106 2133 1452],person,90.89018106
,,
[  61  463  819 1405],person,89.33888674
,,
[ 507  447  926 1107],person,67.3997879
,,
[1505  586 1982 1267],person,77.75663137
,,
[1540  910 2078 1400],person,59.88171101
,,
box_points,name,percentage_probability
,,
[1595 1096 2121 1452],person,92.93441772
,,
[  68  426  790 1375],person,91.09351635
,,
[ 494  442  927 1072],person,72.60404825
,,
[1509  580 1996 1266],person,75.60207844
,,
box_points,name,percentage_probability
,,
[1596 1096 2142 1455],person,94.21366453
,,
[  88  394  788 1357],person,89.53564167
,,
[ 507  442  931 1101],person,71.00100517
,,
[1508  582 1987 1281],person,75.108248
,,
box_points,name,percentage_probability
,,
[1595 1106 2134 1453],person,94.46816444
,,
[  98  373  783 1311],person,91.83467627
,,
[ 519  431  936 1082],person,72.78413177
,,
[1504  579 1988 1353],person,75.48047304
,,
[1540  875 2065 1401],person,64.65406418
,,
box_points,name,percentage_probability
,,
[1593 1098 2136 1454],person,94.43558455
,,
[  30  317  732 1318],person,91.79868698
,,
[ 294  391  820 1212],person,53.20319533
,,
[ 511  437  939 1112],person,77.17145681
,,
[1505  586 1981 1280],person,77.70149708
,,
[1545  930 2077 1405],person,64.5244956
,,
box_points,name,percentage_probability
,,
[1596 1091 2138 1451],person,93.28081608
,,
[  19  276  681 1291],person,89.12196159
,,
[ 275  367  846 1185],person,76.68436766
,,
[ 504  440  919 1102],person,77.16287374
,,
[1510  579 1976 1273],person,78.52535844
,,
box_points,name,percentage_probability
,,
[1593 1093 2140 1451],person,92.80115366
,,
[   1  250  673 1376],person,90.05767107
,,
[ 517  425  928 1114],person,76.84417963
,,
[1508  576 1982 1243],person,76.59059763
,,
box_points,name,percentage_probability
,,
[1593 1094 2145 1450],person,91.74673557
,,
[  -7  205  642 1338],person,87.02018261
,,
[ 510  437  910 1148],person,81.20686412
,,
[1502  574 1970 1252],person,74.94257689
,,
box_points,name,percentage_probability
,,
[1592 1087 2138 1449],person,93.81920099
,,
[   5  173  595 1387],person,93.19552183
,,
[ 519  427  930 1192],person,82.45354891
,,
[1509  572 1979 1242],person,74.10663366
,,
box_points,name,percentage_probability
,,
[1588 1079 2130 1449],person,94.65391636
,,
[   4  146  564 1392],person,96.42528296
,,
[ 514  421  925 1192],person,85.45274138
,,
[1506  573 1978 1243],person,79.25924659
,,
box_points,name,percentage_probability
,,
[1586 1068 2132 1449],person,94.1290617
,,
[   2  128  544 1396],person,98.30406904
,,
[ 497  413  924 1197],person,90.96604586
,,
[1510  568 1991 1242],person,75.62276125
,,
box_points,name,percentage_probability
,,
[1586 1077 2136 1450],person,90.2839601
,,
[   4  110  529 1385],person,98.16142321
,,
[ 489  416  926 1198],person,90.53382874
,,
[1508  567 1982 1266],person,75.81197023
,,
box_points,name,percentage_probability
,,
[1591 1090 2137 1452],person,93.49309206
,,
[   3  109  504 1386],person,98.07949662
,,
[ 507  427  932 1185],person,88.01773787
,,
[1506  574 1981 1231],person,73.68243933
,,
box_points,name,percentage_probability
,,
[1590 1088 2141 1451],person,95.76523304
,,
[   4  105  481 1394],person,99.12902713
,,
[ 490  433  933 1184],person,89.93440866
,,
[1502  573 1980 1207],person,74.82943535
,,
box_points,name,percentage_probability
,,
[1587 1080 2141 1449],person,92.94977188
,,
[   4   90  478 1388],person,99.07982945
,,
[ 483  429  931 1188],person,87.3532176
,,
[1496  572 1960 1231],person,73.62958789
,,
box_points,name,percentage_probability
,,
[1588 1083 2136 1450],person,92.63062477
,,
[   4   87  474 1392],person,99.07314777
,,
[ 483  427  931 1192],person,86.58497334
,,
[1496  570 1958 1249],person,74.58062768
,,
box_points,name,percentage_probability
,,
[1590 1085 2137 1450],person,91.79278016
,,
[   3   98  485 1389],person,98.49697351
,,
[ 490  433  929 1195],person,85.39745808
,,
[1508  571 1978 1294],person,75.66689253
,,
box_points,name,percentage_probability
,,
[1592 1082 2135 1452],person,91.32319093
,,
[   3   85  484 1394],person,98.98012877
,,
[ 479  429  931 1199],person,82.23532438
,,
[1508  568 1973 1262],person,76.87610388
,,
box_points,name,percentage_probability
,,
[1589 1074 2136 1449],person,94.81408596
,,
[   3   84  480 1391],person,99.01745319
,,
[ 447  426  937 1200],person,90.69501162
,,
[1508  568 1973 1199],person,72.35965133
,,
box_points,name,percentage_probability
,,
[1588 1071 2127 1447],person,92.38801003
,,
[   3   88  475 1387],person,99.09288883
,,
[ 450  420  937 1201],person,87.57346869
,,
[1506  563 1993 1265],person,75.89018345
,,
box_points,name,percentage_probability
,,
[1589 1070 2133 1447],person,93.57769489
,,
[   6   85  485 1387],person,98.87127876
,,
[ 460  419  938 1195],person,87.92319894
,,
[1507  565 1981 1293],person,74.40123558
,,
box_points,name,percentage_probability
,,
[1591 1070 2131 1448],person,94.52474117
,,
[   6   92  474 1387],person,99.00577068
,,
[ 463  421  935 1194],person,87.92150617
,,
[1506  566 1979 1240],person,76.60498619
,,
box_points,name,percentage_probability
,,
[1589 1071 2134 1449],person,93.90888214
,,
[   6   74  469 1388],person,99.02783632
,,
[ 486  420  933 1201],person,84.23821926
,,
[1508  565 1976 1242],person,75.52802563
,,
box_points,name,percentage_probability
,,
[1590 1070 2134 1445],person,93.526721
,,
[   4   81  439 1396],person,98.88294935
,,
[ 463  418  937 1196],person,89.75232244
,,
[1510  569 1981 1240],person,73.47469926
,,
box_points,name,percentage_probability
,,
[1590 1069 2136 1447],person,93.45397949
,,
[   4   79  422 1398],person,97.9506731
,,
[ 470  417  941 1197],person,90.10253549
,,
[1509  564 1990 1260],person,74.85191226
,,
box_points,name,percentage_probability
,,
[1589 1072 2132 1447],person,94.76164579
,,
[   2   75  398 1395],person,96.21038437
,,
[ 473  423  938 1194],person,91.40689373
,,
[1505  565 1973 1228],person,73.90223742
,,
box_points,name,percentage_probability
,,
[1589 1077 2136 1448],person,93.47975254
,,
[   0   78  394 1376],person,94.61493492
,,
[ 469  426  939 1199],person,88.16331625
,,
[1511  571 1989 1270],person,71.53168917
,,
box_points,name,percentage_probability
,,
[1585 1072 2134 1446],person,94.02707815
,,
[   5   66  393 1391],person,95.084548
,,
[ 490  430  939 1193],person,87.24079132
,,
[1513  572 2001 1259],person,69.47170496
,,
box_points,name,percentage_probability
,,
[1590 1074 2136 1448],person,93.03057194
,,
[   5   66  399 1393],person,95.84488869
,,
[ 474  423  942 1191],person,91.25989676
,,
[1507  567 2000 1266],person,72.49215245
,,
box_points,name,percentage_probability
,,
[1590 1078 2129 1451],person,93.85340214
,,
[   7   66  396 1384],person,95.92490196
,,
[ 490  429  938 1193],person,86.33334637
,,
[1508  577 1999 1278],person,73.56122732
,,
box_points,name,percentage_probability
,,
[1589 1079 2127 1448],person,94.0223217
,,
[   1   60  385 1364],person,93.80258322
,,
[ 464  425  942 1194],person,88.95282745
,,
[1510  569 1998 1222],person,72.37420082
,,
box_points,name,percentage_probability
,,
[1586 1073 2132 1452],person,90.48903584
,,
[   5   61  379 1369],person,93.60669255
,,
[ 464  426  938 1197],person,91.2927866
,,
[1508  568 2003 1314],person,74.22595024
,,
box_points,name,percentage_probability
,,
[1591 1078 2127 1450],person,90.48662186
,,
[   4   76  380 1379],person,92.55037904
,,
[ 459  426  939 1198],person,90.72201848
,,
[1517  571 1996 1222],person,68.52198839
,,
box_points,name,percentage_probability
,,
[1587 1080 2128 1451],person,93.01667213
,,
[   6   44  387 1379],person,94.80116367
,,
[ 458  422  935 1193],person,91.63807631
,,
[1511  568 1993 1224],person,73.7685442
,,
box_points,name,percentage_probability
,,
[1587 1075 2125 1454],person,91.63305759
,,
[   2   28  388 1384],person,93.67794991
,,
[ 457  420  936 1194],person,91.79489613
,,
[1513  558 2004 1358],person,75.59024096
,,
box_points,name,percentage_probability
,,
[1590 1080 2126 1454],person,95.76553702
,,
[  -2   37  397 1382],person,95.3853488
,,
[ 486  423  934 1184],person,85.77339053
,,
[1500  569 1979 1174],person,71.27953768
,,
box_points,name,percentage_probability
,,
[1588 1072 2125 1452],person,94.30180788
,,
[   2   26  407 1403],person,95.14312148
,,
[ 484  427  931 1169],person,84.41945314
,,
[1504  565 1977 1174],person,71.90580368
,,
box_points,name,percentage_probability
,,
[1587 1074 2125 1452],person,93.52387786
,,
[  -2   29  410 1390],person,94.97030973
,,
[ 469  418  936 1188],person,89.08649087
,,
[1505  567 1977 1167],person,70.7577765
,,
box_points,name,percentage_probability
,,
[1590 1072 2128 1452],person,95.81207037
,,
[  -6   21  419 1384],person,92.65775681
,,
[ 487  424  931 1184],person,85.68422794
,,
[1502  569 1971 1167],person,71.92873955
,,
box_points,name,percentage_probability
,,
[1585 1075 2131 1456],person,93.71005297
,,
[   2   43  424 1322],person,96.44607306
,,
[ 499  417  938 1153],person,78.32181454
,,
[1502  565 1974 1195],person,70.54921389
,,
box_points,name,percentage_probability
,,
[1588 1074 2130 1453],person,95.34010291
,,
[   4   45  431 1292],person,95.95597982
,,
[ 507  418  938 1166],person,76.28934979
,,
[1504  563 1984 1214],person,67.85122156
,,
box_points,name,percentage_probability
,,
[1590 1077 2132 1453],person,94.49614286
,,
[   4   40  432 1289],person,94.60901618
,,
[ 500  418  922 1162],person,74.62976575
,,
[1507  560 1999 1289],person,75.46341419
,,
box_points,name,percentage_probability
,,
[1590 1073 2128 1453],person,93.62118244
,,
[   3   36  434 1274],person,95.49154043
,,
[ 506  418  942 1181],person,77.91110873
,,
[1511  568 1999 1200],person,69.72022057
,,
box_points,name,percentage_probability
,,
[1590 1075 2131 1456],person,94.9177444
,,
[   4   31  448 1271],person,94.28248405
,,
[ 482  429  931 1182],person,81.73942566
,,
[1506  565 1974 1201],person,72.40651846
,,
box_points,name,percentage_probability
,,
[1590 1074 2130 1454],person,94.66388226
,,
[   4   17  454 1267],person,93.28983426
,,
[ 499  435  929 1162],person,76.40032768
,,
[1511  564 1987 1265],person,71.32291794
,,
box_points,name,percentage_probability
,,
[1585 1077 2129 1453],person,94.97668743
,,
[   6   23  461 1268],person,93.66793633
,,
[ 485  426  936 1181],person,84.68621969
,,
[1500  566 1977 1231],person,76.07586384
,,
box_points,name,percentage_probability
,,
[1587 1074 2131 1453],person,93.35084558
,,
[   8   22  469 1253],person,91.70808196
,,
[ 494  422  933 1191],person,79.2283535
,,
[1507  564 1992 1232],person,70.15833855
,,
box_points,name,percentage_probability
,,
[1589 1071 2131 1456],person,95.67013979
,,
[   8   20  488 1254],person,92.10468531
,,
[ 498  424  926 1196],person,79.76881266
,,
[1504  567 1968 1202],person,69.03616786
,,
box_points,name,percentage_probability
,,
[1587 1077 2129 1454],person,94.07711029
,,
[   8   -8  494 1251],person,92.36236811
,,
[ 479  419  946 1197],person,86.91505194
,,
[1510  564 1996 1288],person,73.75380993
,,
box_points,name,percentage_probability
,,
[1586 1079 2132 1457],person,93.45889091
,,
[  10   43  494 1257],person,90.98888636
,,
[ 473  420  941 1194],person,89.07204866
,,
[1510  563 1980 1247],person,71.39356136
,,
box_points,name,percentage_probability
,,
[1587 1077 2133 1453],person,91.50595665
,,
[  18   -1  497 1245],person,91.13899469
,,
[ 474  423  941 1195],person,86.76306009
,,
[1514  561 2005 1322],person,75.58350563
,,
box_points,name,percentage_probability
,,
[1582 1077 2132 1453],person,93.88471842
,,
[  17  -12  501 1234],person,92.25648046
,,
[ 486  428  937 1197],person,87.04909086
,,
[1517  569 2000 1247],person,67.80336499
,,
box_points,name,percentage_probability
,,
[1588 1079 2131 1450],person,93.77146959
,,
[  18   24  499 1212],person,90.99226594
,,
[ 485  426  937 1199],person,87.90282011
,,
[1514  564 1995 1227],person,70.27511001
,,
box_points,name,percentage_probability
,,
[1586 1083 2133 1452],person,93.25273037
,,
[  21   32  490 1198],person,93.26143265
,,
[ 498  435  938 1193],person,78.67062092
,,
[1515  570 1995 1230],person,75.82994699
,,
box_points,name,percentage_probability
,,
[1587 1083 2129 1451],person,94.05650496
,,
[  27   24  480 1193],person,90.45038223
,,
[ 469  431  939 1197],person,90.87699652
,,
[1514  570 1992 1245],person,73.6566782
,,
box_points,name,percentage_probability
,,
[1587 1079 2132 1454],person,93.61613393
,,
[  33   17  478 1189],person,89.86552358
,,
[ 464  427  937 1196],person,87.18009591
,,
[1505  567 1979 1289],person,72.37080336
,,
box_points,name,percentage_probability
,,
[1590 1075 2132 1453],person,92.39913225
,,
[  38   10  475 1151],person,90.73829651
,,
[ 451  428  940 1190],person,93.56428385
,,
[1501  562 2018 1354],person,73.646456
,,
[1546  873 2086 1398],person,68.24426055
,,
box_points,name,percentage_probability
,,
[1586 1075 2132 1456],person,92.57956743
,,
[  50    1  474 1048],person,89.30555582
,,
[ 469  428  939 1191],person,89.51365948
,,
[1502  565 2028 1361],person,72.09579349
,,
[1548  875 2089 1399],person,68.37608814
,,
box_points,name,percentage_probability
,,
[1587 1082 2125 1454],person,92.00582504
,,
[  61    4  479 1042],person,92.09781885
,,
[ 472  429  941 1192],person,90.99585414
,,
[1503  567 1978 1183],person,69.80388165
,,
box_points,name,percentage_probability
,,
[1586 1080 2131 1455],person,94.09172535
,,
[  67   -6  491 1028],person,92.89644957
,,
[ 471  431  940 1196],person,90.26121497
,,
[1506  569 1968 1229],person,70.15280724
,,
box_points,name,percentage_probability
,,
[1585 1078 2128 1454],person,91.76849127
,,
[  75  -14  510 1026],person,95.0067997
,,
[ 475  430  938 1191],person,91.50629044
,,
[1507  567 1974 1279],person,72.44389653
,,
box_points,name,percentage_probability
,,
[1587 1077 2128 1451],person,91.61702394
,,
[  91   -8  523 1026],person,94.23510432
,,
[ 482  425  931 1201],person,86.31157875
,,
[1507  568 1975 1245],person,71.32733464
,,
box_points,name,percentage_probability
,,
[1585 1083 2133 1453],person,93.56737137
,,
[ 100   -5  541 1020],person,94.62720156
,,
[ 469  430  926 1206],person,89.30069208
,,
[1506  567 1982 1235],person,72.79316783
,,
box_points,name,percentage_probability
,,
[1590 1085 2129 1448],person,94.17983294
,,
[ 115  -12  549 1017],person,92.56267548
,,
[ 479  424  927 1202],person,86.72158718
,,
[1512  567 1996 1243],person,71.3752389
,,
box_points,name,percentage_probability
,,
[1587 1084 2131 1447],person,92.91547537
,,
[ 127    0  553 1015],person,91.26930237
,,
[ 465  428  936 1201],person,91.50652885
,,
[1503  574 1977 1230],person,77.64070034
,,
box_points,name,percentage_probability
,,
[1587 1085 2132 1447],person,94.75660324
,,
[ 130  -11  566 1003],person,91.48714542
,,
[ 465  431  936 1201],person,88.27185035
,,
[1506  570 1980 1196],person,75.76003075
,,
box_points,name,percentage_probability
,,
[1590 1074 2132 1448],person,92.27474332
,,
[146 -17 581 996],person,92.99815893
,,
[ 460  430  939 1197],person,89.81620669
,,
[1509  568 2000 1296],person,75.55180788
,,
box_points,name,percentage_probability
,,
[1589 1080 2132 1448],person,93.57005358
,,
[158 -10 587 985],person,93.87227893
,,
[ 449  440  930 1223],person,89.67286348
,,
[1506  568 1983 1212],person,78.91230583
,,
box_points,name,percentage_probability
,,
[1587 1082 2126 1449],person,95.57844996
,,
[173  -3 588 978],person,95.45456171
,,
[ 462  418  933 1209],person,88.12524676
,,
[1507  570 1982 1207],person,79.05343175
,,
box_points,name,percentage_probability
,,
[1587 1078 2126 1448],person,91.35851264
,,
[188  -1 608 960],person,96.18549943
,,
[ 447  451  931 1220],person,91.36020541
,,
[1507  567 1989 1228],person,78.52678299
,,
box_points,name,percentage_probability
,,
[1587 1077 2129 1449],person,93.32598448
,,
[197 -10 617 936],person,96.42599821
,,
[ 455  421  930 1205],person,89.35211897
,,
[1510  566 2000 1309],person,74.29869175
,,
box_points,name,percentage_probability
,,
[1586 1082 2135 1450],person,95.67633867
,,
[208 -11 618 927],person,96.67416215
,,
[ 451  450  927 1223],person,93.0760026
,,
[1503  575 1984 1178],person,74.22585487
,,
box_points,name,percentage_probability
,,
[1585 1083 2129 1451],person,93.72198582
,,
[212 -20 619 906],person,97.19680548
,,
[ 457  450  938 1217],person,92.5920248
,,
[1507  573 1981 1241],person,73.67459536
,,
box_points,name,percentage_probability
,,
[1586 1073 2130 1450],person,95.23468018
,,
[214 -22 613 874],person,96.13626003
,,
[ 455  449  927 1225],person,90.74238539
,,
[1514  569 1997 1277],person,73.65909815
,,
box_points,name,percentage_probability
,,
[1587 1079 2134 1451],person,93.47952008
,,
[219 -10 598 868],person,97.04653025
,,
[ 455  447  942 1222],person,91.83423519
,,
[1505  574 1974 1213],person,75.15113354
,,
box_points,name,percentage_probability
,,
[1586 1082 2134 1450],person,95.08601427
,,
[210  -8 595 846],person,97.60205746
,,
[ 453  445  943 1218],person,91.32517576
,,
[1503  572 1975 1217],person,76.89394951
,,
box_points,name,percentage_probability
,,
[1588 1083 2133 1450],person,93.8154459
,,
[203  -9 592 844],person,97.79205322
,,
[ 465  441  940 1216],person,91.61888957
,,
[1503  571 1970 1231],person,75.6308198
,,
box_points,name,percentage_probability
,,
[1586 1082 2128 1448],person,92.80902743
,,
[191 -12 588 832],person,97.84501791
,,
[ 452  448  943 1223],person,91.0264492
,,
[1506  573 1981 1218],person,77.49658823
,,
box_points,name,percentage_probability
,,
[1581 1076 2132 1447],person,93.42125058
,,
[177 -16 588 815],person,97.59286046
,,
[ 476  424  940 1204],person,91.26480818
,,
[1505  569 1971 1230],person,77.08822489
,,
box_points,name,percentage_probability
,,
[1584 1082 2131 1450],person,94.66573
,,
[165  -7 584 809],person,96.95541859
,,
[ 460  443  944 1221],person,91.98774099
,,
[1503  568 1973 1236],person,77.77634859
,,
box_points,name,percentage_probability
,,
[1588 1083 2130 1447],person,94.30669546
,,
[162 -11 579 796],person,97.34136462
,,
[ 468  422  933 1201],person,93.19574237
,,
[1511  571 2000 1263],person,76.05820894
,,
box_points,name,percentage_probability
,,
[1587 1086 2135 1448],person,93.51096749
,,
[163 -14 580 806],person,96.99174166
,,
[ 455  422  938 1197],person,93.86776686
,,
[1499  573 1966 1213],person,79.42237854
,,
box_points,name,percentage_probability
,,
[1587 1086 2131 1447],person,91.32487774
,,
[164 -10 585 811],person,97.44341373
,,
[ 453  439  929 1219],person,91.867733
,,
[1516  567 1995 1249],person,75.53442121
,,
box_points,name,percentage_probability
,,
[1586 1083 2133 1448],person,92.8063035
,,
[171 -13 587 801],person,96.60772085
,,
[ 458  440  942 1220],person,93.19251776
,,
[1509  569 1997 1261],person,76.2827456
,,
box_points,name,percentage_probability
,,
[1589 1082 2134 1448],person,91.35797024
,,
[184 -17 585 791],person,97.21436501
,,
[ 462  441  942 1221],person,92.98255444
,,
[1500  571 1982 1252],person,76.70022249
,,
[1539  903 2079 1400],person,55.92997074
,,
box_points,name,percentage_probability
,,
[1585 1078 2138 1450],person,93.19119453
,,
[200 -13 586 775],person,97.46084213
,,
[ 461  439  943 1219],person,91.36865139
,,
[1509  566 2003 1260],person,74.98881817
,,
box_points,name,percentage_probability
,,
[1587 1085 2132 1449],person,94.42922473
,,
[222 -17 587 768],person,97.29812145
,,
[ 475  439  942 1223],person,90.79901576
,,
[1507  558 1995 1245],person,75.27365685
,,
box_points,name,percentage_probability
,,
[1586 1085 2132 1447],person,90.66333771
,,
[242 -19 578 739],person,96.31662369
,,
[ 482  443  940 1211],person,85.52589417
,,
[1496  559 1986 1219],person,72.59249687
,,
box_points,name,percentage_probability
,,
[275  -2 600 741],person,97.64383435
,,
[1585 1084 2130 1451],person,93.42854023
,,
[ 463  445  945 1218],person,91.84026718
,,
[1493  548 1989 1214],person,68.36261749
,,
box_points,name,percentage_probability
,,
[285   0 606 742],person,97.64127731
,,
[1587 1085 2135 1450],person,94.71874237
,,
[ 478  447  941 1217],person,91.37303829
,,
[1467  538 1964 1222],person,71.79591656
,,
box_points,name,percentage_probability
,,
[288  -4 611 738],person,97.98493981
,,
[1587 1084 2132 1449],person,91.76499844
,,
[ 460  446  943 1218],person,89.61914182
,,
[1469  523 2009 1279],person,67.7821517
,,
box_points,name,percentage_probability
,,
[291  -4 613 733],person,98.38719368
,,
[1588 1085 2131 1450],person,93.34329367
,,
[ 467  449  945 1220],person,89.74819183
,,
[1463  519 1973 1286],person,63.8015449
,,
box_points,name,percentage_probability
,,
[298   8 623 733],person,98.12887907
,,
[1585 1088 2132 1448],person,93.03956032
,,
[ 473  436  938 1197],person,91.74659252
,,
[1462  513 1973 1265],person,66.56507254
,,
box_points,name,percentage_probability
,,
[306   4 630 734],person,97.93665409
,,
[1587 1085 2136 1448],person,92.6484108
,,
[ 473  449  945 1215],person,91.7475462
,,
[1461  509 1950 1274],person,66.14801884
,,
box_points,name,percentage_probability
,,
[311  -3 639 733],person,98.13972712
,,
[1584 1082 2137 1453],person,90.18607736
,,
[ 462  455  946 1220],person,91.2045002
,,
[1461  507 1950 1326],person,66.00871086
,,
box_points,name,percentage_probability
,,
[320   2 645 728],person,98.33786488
,,
[1585 1080 2137 1453],person,86.60043478
,,
[ 456  467  934 1220],person,93.97730827
,,
[1464  497 1947 1354],person,69.95536685
,,
box_points,name,percentage_probability
,,
[325   1 644 732],person,98.37169647
,,
[1589 1076 2139 1453],person,91.09364748
,,
[ 464  457  945 1228],person,88.44946027
,,
[1449  485 1941 1323],person,70.17221451
,,
